5,10.61
2,Interface-In,113.78
2,Interface-Out,114.58
4,Interface-In,114.58
3,Interface-Out,115.26
4,Interface-In,115.26
6,Input,117.5
1,Interface-In,117.5
3,Interface-Out,119.55
4,Interface-In,119.55
4,Interface-Out,120.19
7,Output,120.19
4,Interface-Out,122.47
7,Output,122.47
3,Interface-Out,124.04
4,Interface-In,124.04
6,Input,125.0
0,Interface-In,125.0
6,Input,127.5
0,Interface-In,127.5
3,Interface-Out,128.63
4,Interface-In,128.63
6,Input,130.0
1,Interface-In,130.0
1,Interface-Out,131.38
7,Output,131.38
0,Interface-Out,135.19
2,Interface-In,135.19
1,Interface-Out,136.02
7,Output,136.02
6,Input,137.5
1,Interface-In,137.5
6,Input,140.0
0,Interface-In,140.0
0,Interface-Out,141.03
2,Interface-In,141.03
6,Input,142.5
1,Interface-In,142.5
1,Interface-Out,144.85
3,Interface-In,144.85
4,Interface-Out,145.55
7,Output,145.55
0,Interface-Out,146.46
2,Interface-In,146.46
6,Input,147.5
0,Interface-In,147.5
1,Interface-Out,149.34
7,Output,149.34
4,Interface-Out,150.79
7,Output,150.79
3,Interface-Out,151.93
4,Interface-In,151.93
4,Interface-Out,153.6
7,Output,153.6
6,Input,155.0
0,Interface-In,155.0
4,Interface-Out,156.43
7,Output,156.43
2,Interface-Out,158.1
4,Interface-In,158.1
4,Interface-Out,159.19
7,Output,159.19
4,Interface-Out,162.02
7,Output,162.02
2,Interface-Out,163.16
4,Interface-In,163.16
4,Interface-Out,164.85
7,Output,164.85
0,Interface-Out,167.08
2,Interface-In,167.08
4,Interface-Out,167.91
7,Output,167.91
6,Input,170.0
0,Interface-In,170.0
0,Interface-Out,172.37
2,Interface-In,172.37
4,Interface-Out,173.41
7,Output,173.41
2,Interface-Out,175.99
4,Interface-In,175.99
0,Interface-Out,177.75
2,Interface-In,177.75
1,Interface-Out,179.09
3,Interface-In,179.09
3,Interface-Out,179.7
4,Interface-In,179.7
2,Interface-Out,180.48
4,Interface-In,180.48
6,Input,182.5
1,Interface-In,182.5
2,Interface-Out,184.97
4,Interface-In,184.97
4,Interface-Out,185.61
7,Output,185.61
4,Interface-Out,187.56
7,Output,187.56
1,Interface-Out,188.69
3,Interface-In,188.69
6,Input,190.0
0,Interface-In,190.0
1,Interface-Out,192.63
4,Interface-In,192.63
4,Interface-Out,193.22
7,Output,193.22
3,Interface-Out,194.74
4,Interface-In,194.74
4,Interface-Out,196.05
7,Output,196.05
6,Input,197.5
0,Interface-In,197.5
4,Interface-Out,198.88
7,Output,198.88
6,Input,200.0
0,Interface-In,200.0
4,Interface-Out,201.71
7,Output,201.71
3,Interface-Out,203.17
4,Interface-In,203.17
4,Interface-Out,204.54
7,Output,204.54
6,Input,205.45
0,Interface-In,205.45
6,Input,207.5
1,Interface-In,207.5
6,Input,210.0
1,Interface-In,210.0
1,Interface-Out,211.07
8,Storage,211.07
8,Storage,211.71
4,Interface-In,211.71
4,Interface-Out,213.03
7,Output,213.03
6,Input,215.0
1,Interface-In,215.0
4,Interface-Out,215.98
7,Output,215.98
6,Input,220.0
1,Interface-In,220.0
2,Interface-Out,220.98
4,Interface-In,220.98
4,Interface-Out,224.35
7,Output,224.35
0,Interface-Out,225.43
2,Interface-In,225.43
6,Input,227.5
1,Interface-In,227.5
4,Interface-Out,230.01
7,Output,230.01
0,Interface-Out,230.87
2,Interface-In,230.87
4,Interface-Out,233.03
7,Output,233.03
6,Input,235.0
0,Interface-In,235.0
2,Interface-Out,236.92
4,Interface-In,236.92
1,Interface-Out,237.59
7,Output,237.59
4,Interface-Out,238.5
7,Output,238.5
1,Interface-Out,242.15
7,Output,242.15
2,Interface-Out,243.22
4,Interface-In,243.22
4,Interface-Out,246.92
7,Output,246.92
6,Input,250.0
0,Interface-In,250.0
4,Interface-Out,252.68
7,Output,252.68
2,Interface-Out,254.47
4,Interface-In,254.47
1,Interface-Out,255.49
7,Output,255.49
0,Interface-Out,259.4
2,Interface-In,259.4
6,Input,260.23
0,Interface-In,260.23
1,Interface-Out,264.47
7,Output,264.47
6,Input,265.29
1,Interface-In,265.29
0,Interface-Out,266.27
2,Interface-In,266.27
4,Interface-Out,270.31
7,Output,270.31
6,Input,272.5
0,Interface-In,272.5
1,Interface-Out,273.45
3,Interface-In,273.45
6,Input,275.0
1,Interface-In,275.0
1,Interface-Out,277.94
3,Interface-In,277.94
3,Interface-Out,279.34
4,Interface-In,279.34
2,Interface-Out,280.96
4,Interface-In,280.96
6,Input,282.5
8,Storage,282.5
4,Interface-Out,283.73
7,Output,283.73
8,Storage,284.5
1,Interface-In,284.5
7,None,286.23
7,None,286.23
7,None,286.41
7,None,286.41
7,None,286.61
7,None,286.61
1,Interface-Out,286.92
7,Output,286.92
6,Input,287.86
0,Interface-In,287.86
0,Interface-Out,288.8
2,Interface-In,288.8
4,Interface-Out,289.6
7,Output,289.6
4,Interface-Out,292.9
7,Output,292.9
6,Input,295.0
8,Storage,295.0
1,Interface-Out,296.11
3,Interface-In,296.11
8,Storage,296.64
1,Interface-In,296.64
6,Input,297.5
8,Storage,297.5
7,None,298.7
7,None,298.7
7,None,299.4
7,None,299.4
7,None,299.74
7,None,299.74
6,Input,300.0
8,Storage,300.0
8,Storage,301.33
1,Interface-In,301.33
7,None,301.67
7,None,301.67
7,None,301.8
7,None,301.8
7,None,301.93
7,None,301.93
7,None,302.27
7,None,302.27
6,Input,302.5
8,Storage,302.5
7,None,303.7
7,None,303.7
7,None,304.0
7,None,304.0
7,None,304.5
7,None,304.5
7,None,304.82
7,None,304.82
7,None,304.88
7,None,304.88
6,Input,305.0
0,Interface-In,305.0
8,Storage,306.17
1,Interface-In,306.17
7,None,306.67
7,None,306.67
7,None,306.84
7,None,306.84
7,None,306.84
7,None,306.84
7,None,307.5
7,None,307.5
4,Interface-Out,307.89
7,Output,307.89
7,None,308.75
7,None,308.75
7,None,309.37
7,None,309.37
7,None,309.66
7,None,309.66
8,Storage,309.95
1,Interface-In,309.95
4,Interface-Out,310.85
7,Output,310.85
4,Interface-Out,313.55
7,Output,313.55
6,Input,315.0
8,Storage,315.0
7,None,316.11
7,None,316.11
7,None,316.48
7,None,316.48
7,None,316.77
7,None,316.77
7,None,317.34
7,None,317.34
7,None,317.34
7,None,317.34
7,None,317.5
7,None,317.5
7,None,317.95
7,None,317.95
1,Interface-Out,318.35
4,Interface-In,318.35
7,None,318.87
7,None,318.87
7,None,318.97
7,None,318.97
7,None,319.21
7,None,319.21
7,None,320.0
7,None,320.0
7,None,320.53
7,None,320.53
7,None,321.03
7,None,321.03
7,None,322.44
7,None,322.44
6,Input,322.5
8,Storage,322.5
8,Storage,323.73
1,Interface-In,323.73
0,Interface-Out,324.07
2,Interface-In,324.07
7,None,324.69
7,None,324.69
7,None,325.0
7,None,325.0
7,None,325.45
7,None,325.45
7,None,326.11
7,None,326.11
7,None,327.33
7,None,327.33
6,Input,327.5
8,Storage,327.5
7,None,328.73
7,None,328.73
7,None,329.91
7,None,329.91
6,Input,330.0
0,Interface-In,330.0
7,None,331.17
7,None,331.17
7,None,331.42
7,None,331.42
7,None,331.76
7,None,331.76
1,Interface-Out,331.82
7,Output,331.82
8,Storage,332.64
1,Interface-In,332.64
7,None,333.54
7,None,333.54
7,None,333.72
7,None,333.72
4,Interface-Out,334.35
7,Output,334.35
7,None,335.21
7,None,335.21
7,None,335.67
7,None,335.67
7,None,336.17
7,None,336.17
7,None,336.31
7,None,336.31
7,None,336.6
7,None,336.6
8,Storage,336.89
1,Interface-In,336.89
0,Interface-Out,337.79
2,Interface-In,337.79
2,Interface-Out,338.41
4,Interface-In,338.41
7,None,339.09
7,None,339.09
7,None,340.0
7,None,340.0
7,None,340.67
7,None,340.67
1,Interface-Out,340.8
7,Output,340.8
7,None,341.62
7,None,341.62
7,None,341.67
7,None,341.67
7,None,342.12
7,None,342.12
7,None,342.41
7,None,342.41
6,Input,342.5
0,Interface-In,342.5
0,Interface-Out,343.45
2,Interface-In,343.45
7,None,344.25
7,None,344.25
7,None,344.56
7,None,344.56
7,None,345.0
7,None,345.0
1,Interface-Out,345.29
3,Interface-In,345.29
8,Storage,345.87
1,Interface-In,345.87
7,None,346.31
7,None,346.31
7,None,346.31
7,None,346.31
7,None,346.51
7,None,346.51
7,None,347.08
7,None,347.08
7,None,347.08
7,None,347.08
7,None,347.5
7,None,347.5
7,None,347.95
7,None,347.95
0,Interface-Out,348.09
2,Interface-In,348.09
7,None,348.71
7,None,348.71
7,None,349.24
7,None,349.24
2,Interface-Out,349.47
4,Interface-In,349.47
1,Interface-Out,350.15
7,Output,350.15
7,None,350.98
7,None,350.98
3,Interface-Out,351.1
4,Interface-In,351.1
7,None,352.0
7,None,352.0
7,None,352.5
7,None,352.5
7,None,353.03
7,None,353.03
7,None,353.53
7,None,353.53
7,None,353.61
7,None,353.61
4,Interface-Out,353.71
7,Output,353.71
2,Interface-Out,354.62
4,Interface-In,354.62
8,Storage,355.53
1,Interface-In,355.53
7,None,355.96
7,None,355.96
7,None,356.19
7,None,356.19
7,None,356.54
7,None,356.54
7,None,356.87
7,None,356.87
7,None,357.44
7,None,357.44
7,None,357.44
7,None,357.44
7,None,357.5
7,None,357.5
7,None,357.95
7,None,357.95
7,None,358.61
7,None,358.61
7,None,358.76
7,None,358.76
0,Interface-Out,358.8
2,Interface-In,358.8
8,Storage,359.42
1,Interface-In,359.42
2,Interface-Out,359.85
4,Interface-In,359.85
6,Input,360.49
8,Storage,360.49
7,None,361.72
7,None,361.72
7,None,362.5
7,None,362.5
7,None,362.95
7,None,362.95
8,Storage,363.61
1,Interface-In,363.61
7,None,363.95
7,None,363.95
7,None,364.05
7,None,364.05
0,Interface-Out,364.05
2,Interface-In,364.05
7,None,364.67
7,None,364.67
7,None,364.82
7,None,364.82
7,None,364.82
7,None,364.82
7,None,364.86
7,None,364.86
6,Input,365.0
8,Storage,365.0
7,None,366.23
7,None,366.23
7,None,367.5
7,None,367.5
7,None,368.07
7,None,368.07
7,None,368.73
7,None,368.73
7,None,369.33
7,None,369.33
0,Interface-Out,369.37
2,Interface-In,369.37
7,None,369.97
7,None,369.97
6,Input,370.0
8,Storage,370.0
7,None,371.23
7,None,371.23
7,None,372.5
7,None,372.5
7,None,374.57
7,None,374.57
0,Interface-Out,374.69
2,Interface-In,374.69
7,None,375.29
7,None,375.29
2,Interface-Out,375.31
4,Interface-In,375.31
7,None,375.99
7,None,375.99
7,None,377.5
7,None,377.5
7,None,379.55
7,None,379.55
7,None,380.12
7,None,380.12
0,Interface-Out,380.18
2,Interface-In,380.18
7,None,380.83
7,None,380.83
7,None,381.25
7,None,381.25
6,Input,381.59
1,Interface-In,381.59
7,None,382.69
7,None,382.69
7,None,382.75
7,None,382.75
7,None,383.04
7,None,383.04
7,None,385.15
7,None,385.15
7,None,385.49
7,None,385.49
8,Storage,386.06
1,Interface-In,386.06
2,Interface-Out,386.52
4,Interface-In,386.52
1,Interface-Out,387.16
3,Interface-In,387.16
7,None,387.74
7,None,387.74
4,Interface-Out,387.98
7,Output,387.98
6,Input,388.89
0,Interface-In,388.89
7,None,389.84
7,None,389.84
7,None,389.87
7,None,389.87
7,None,390.0
7,None,390.0
7,None,390.37
7,None,390.37
7,None,390.91
7,None,390.91
7,None,391.24
7,None,391.24
1,Interface-Out,391.37
4,Interface-In,391.37
7,None,391.96
7,None,391.96
7,None,392.97
7,None,392.97
7,None,393.53
7,None,393.53
7,None,393.87
7,None,393.87
7,None,395.52
7,None,395.52
7,None,395.86
7,None,395.86
1,Interface-Out,395.93
3,Interface-In,395.93
7,None,396.51
7,None,396.51
4,Interface-Out,398.45
7,Output,398.45
6,Input,399.36
0,Interface-In,399.36
7,None,400.3
7,None,400.3
7,None,400.42
7,None,400.42
7,None,400.82
7,None,400.82
6,Input,401.12
1,Interface-In,401.12
3,Interface-Out,402.15
4,Interface-In,402.15
7,None,402.78
7,None,402.78
7,None,404.91
7,None,404.91
0,Interface-Out,405.06
2,Interface-In,405.06
7,None,405.72
7,None,405.72
6,Input,406.28
0,Interface-In,406.28
3,Interface-Out,407.35
4,Interface-In,407.35
7,None,408.02
7,None,408.02
7,None,408.12
7,None,408.12
7,None,408.62
7,None,408.62
7,None,409.4
7,None,409.4
7,None,409.69
7,None,409.69
7,None,409.98
7,None,409.98
0,Interface-Out,410.32
2,Interface-In,410.32
3,Interface-Out,410.97
4,Interface-In,410.97
4,Interface-Out,411.65
7,Output,411.65
7,None,412.56
7,None,412.56
7,None,413.89
7,None,413.89
7,None,414.18
7,None,414.18
7,None,414.47
7,None,414.47
4,Interface-Out,415.21
7,Output,415.21
0,Interface-Out,416.35
2,Interface-In,416.35
7,None,417.17
7,None,417.17
7,None,417.29
7,None,417.29
7,None,417.63
7,None,417.63
7,None,418.38
7,None,418.38
4,Interface-Out,418.39
7,Output,418.39
6,Input,419.3
8,Storage,419.3
3,Interface-Out,420.41
4,Interface-In,420.41
4,Interface-Out,420.95
7,Output,420.95
7,None,421.86
7,None,421.86
7,None,422.25
7,None,422.25
2,Interface-Out,422.4
4,Interface-In,422.4
7,None,423.3
7,None,423.3
7,None,423.45
7,None,423.45
6,Input,424.07
8,Storage,424.07
7,None,425.3
7,None,425.3
7,None,425.48
7,None,425.48
7,None,426.04
7,None,426.04
7,None,426.04
7,None,426.04
7,None,426.28
7,None,426.28
4,Interface-Out,426.6
7,Output,426.6
7,None,427.37
7,None,427.37
7,None,427.65
7,None,427.65
2,Interface-Out,427.8
4,Interface-In,427.8
6,Input,428.71
8,Storage,428.71
4,Interface-Out,429.94
7,Output,429.94
7,None,430.71
7,None,430.71
7,None,431.73
7,None,431.73
1,Interface-Out,431.85
7,Output,431.85
4,Interface-Out,432.91
7,Output,432.91
7,None,434.05
7,None,434.05
7,None,434.16
7,None,434.16
7,None,434.83
7,None,434.83
7,None,435.09
7,None,435.09
7,None,435.29
7,None,435.29
7,None,435.86
7,None,435.86
7,None,435.86
7,None,435.86
7,None,436.34
7,None,436.34
7,None,436.87
7,None,436.87
8,Storage,437.08
1,Interface-In,437.08
4,Interface-Out,437.98
7,Output,437.98
6,Input,438.84
0,Interface-In,438.84
7,None,439.79
7,None,439.79
6,Input,440.28
0,Interface-In,440.28
1,Interface-Out,441.28
3,Interface-In,441.28
6,Input,441.86
8,Storage,441.86
7,None,443.1
7,None,443.1
7,None,443.1
7,None,443.1
4,Interface-Out,443.51
7,Output,443.51
7,None,444.28
7,None,444.28
7,None,444.93
7,None,444.93
6,Input,445.0
0,Interface-In,445.0
8,Storage,445.95
1,Interface-In,445.95
4,Interface-Out,446.45
7,Output,446.45
3,Interface-Out,447.31
4,Interface-In,447.31
7,None,448.21
7,None,448.21
7,None,449.17
7,None,449.17
7,None,449.37
7,None,449.37
1,Interface-Out,449.81
4,Interface-In,449.81
7,None,450.39
7,None,450.39
4,Interface-Out,452.0
7,Output,452.0
7,None,452.91
7,None,452.91
7,None,452.98
7,None,452.98
7,None,454.3
7,None,454.3
7,None,454.7
7,None,454.7
6,Input,454.93
1,Interface-In,454.93
7,None,455.91
7,None,455.91
7,None,456.4
7,None,456.4
7,None,456.73
7,None,456.73
7,None,458.56
7,None,458.56
1,Interface-Out,458.79
4,Interface-In,458.79
7,None,459.49
7,None,459.49
7,None,459.91
7,None,459.91
0,Interface-Out,460.34
2,Interface-In,460.34
7,None,460.99
7,None,460.99
7,None,461.95
7,None,461.95
7,None,462.25
7,None,462.25
7,None,462.59
7,None,462.59
7,None,463.28
7,None,463.28
4,Interface-Out,463.29
7,Output,463.29
7,None,464.19
7,None,464.19
7,None,464.55
7,None,464.55
7,None,465.08
7,None,465.08
7,None,465.59
7,None,465.59
7,None,465.88
7,None,465.88
7,None,466.21
7,None,466.21
7,None,466.22
7,None,466.22
2,Interface-Out,466.54
4,Interface-In,466.54
7,None,467.45
7,None,467.45
7,None,467.77
7,None,467.77
7,None,468.3
7,None,468.3
6,Input,468.59
1,Interface-In,468.59
7,None,469.69
7,None,469.69
7,None,471.01
7,None,471.01
0,Interface-Out,471.11
2,Interface-In,471.11
7,None,471.73
7,None,471.73
2,Interface-Out,471.77
4,Interface-In,471.77
7,None,472.45
7,None,472.45
7,None,472.79
7,None,472.79
6,Input,473.08
1,Interface-In,473.08
7,None,474.18
7,None,474.18
7,None,474.5
7,None,474.5
7,None,476.01
7,None,476.01
7,None,476.35
7,None,476.35
0,Interface-Out,476.43
2,Interface-In,476.43
2,Interface-Out,477.05
4,Interface-In,477.05
8,Storage,477.73
1,Interface-In,477.73
7,None,478.16
7,None,478.16
3,Interface-Out,478.41
4,Interface-In,478.41
4,Interface-Out,479.04
7,Output,479.04
7,None,479.95
7,None,479.95
7,None,481.24
7,None,481.24
7,None,481.47
7,None,481.47
0,Interface-Out,481.55
2,Interface-In,481.55
6,Input,482.38
1,Interface-In,482.38
7,None,483.48
7,None,483.48
7,None,483.58
7,None,483.58
7,None,484.5
7,None,484.5
7,None,484.84
7,None,484.84
7,None,485.41
7,None,485.41
7,None,485.41
7,None,485.41
7,None,485.73
7,None,485.73
7,None,486.26
7,None,486.26
8,Storage,486.79
1,Interface-In,486.79
3,Interface-Out,487.26
4,Interface-In,487.26
2,Interface-Out,487.89
4,Interface-In,487.89
0,Interface-Out,488.57
2,Interface-In,488.57
6,Input,489.23
0,Interface-In,489.23
7,None,490.29
7,None,490.29
7,None,490.51
7,None,490.51
8,Storage,491.04
1,Interface-In,491.04
4,Interface-Out,491.54
7,Output,491.54
7,None,492.4
7,None,492.4
7,None,494.39
7,None,494.39
2,Interface-Out,494.45
4,Interface-In,494.45
6,Input,495.36
1,Interface-In,495.36
7,None,496.46
7,None,496.46
7,None,498.92
7,None,498.92
1,Interface-Out,499.2
7,Output,499.2
7,None,500.14
7,None,500.14
7,None,500.27
7,None,500.27
7,None,500.81
7,None,500.81
7,None,501.2
7,None,501.2
7,None,501.5
7,None,501.5
7,None,501.84
7,None,501.84
7,None,503.69
7,None,503.69
7,None,503.98
7,None,503.98
8,Storage,504.51
1,Interface-In,504.51
6,Input,505.41
0,Interface-In,505.41
7,None,506.45
7,None,506.45
7,None,506.89
7,None,506.89
7,None,507.22
7,None,507.22
7,None,508.18
7,None,508.18
7,None,508.47
7,None,508.47
7,None,508.76
7,None,508.76
8,Storage,510.17
1,Interface-In,510.17
6,Input,510.67
8,Storage,510.67
6,Input,511.87
0,Interface-In,511.87
1,Interface-Out,513.03
7,Output,513.03
8,Storage,513.86
1,Interface-In,513.86
6,Input,514.76
0,Interface-In,514.76
7,None,515.79
7,None,515.79
7,None,517.03
7,None,517.03
1,Interface-Out,517.16
4,Interface-In,517.16
7,None,517.74
7,None,517.74
6,Input,518.03
1,Interface-In,518.03
6,Input,519.13
0,Interface-In,519.13
7,None,520.16
7,None,520.16
7,None,520.66
7,None,520.66
7,None,521.25
7,None,521.25
7,None,521.58
7,None,521.58
1,Interface-Out,521.65
4,Interface-In,521.65
7,None,522.23
7,None,522.23
6,Input,522.65
1,Interface-In,522.65
7,None,523.75
7,None,523.75
7,None,523.78
7,None,523.78
4,Interface-Out,524.08
7,Output,524.08
7,None,524.94
7,None,524.94
7,None,526.14
7,None,526.14
7,None,526.43
7,None,526.43
7,None,526.72
7,None,526.72
4,Interface-Out,527.01
7,Output,527.01
7,None,528.15
7,None,528.15
7,None,528.2
7,None,528.2
0,Interface-Out,528.23
2,Interface-In,528.23
7,None,529.05
7,None,529.05
7,None,530.58
7,None,530.58
1,Interface-Out,530.63
3,Interface-In,530.63
7,None,531.21
7,None,531.21
8,Storage,531.48
1,Interface-In,531.48
7,None,531.92
7,None,531.92
7,None,531.93
7,None,531.93
7,None,532.6
7,None,532.6
7,None,533.51
7,None,533.51
0,Interface-Out,533.68
2,Interface-In,533.68
7,None,534.3
7,None,534.3
7,None,534.84
7,None,534.84
1,Interface-Out,535.12
7,Output,535.12
7,None,535.94
7,None,535.94
3,Interface-Out,536.44
4,Interface-In,536.44
7,None,537.34
7,None,537.34
7,None,538.75
7,None,538.75
0,Interface-Out,538.8
2,Interface-In,538.8
7,None,539.45
7,None,539.45
2,Interface-Out,539.52
4,Interface-In,539.52
7,None,540.2
7,None,540.2
6,Input,540.43
1,Interface-In,540.43
7,None,541.53
7,None,541.53
7,None,541.58
7,None,541.58
7,None,541.92
7,None,541.92
6,Input,542.48
1,Interface-In,542.48
7,None,543.55
7,None,543.55
7,None,544.1
7,None,544.1
0,Interface-Out,544.32
2,Interface-In,544.32
2,Interface-Out,544.94
4,Interface-In,544.94
7,None,545.62
7,None,545.62
3,Interface-Out,545.66
4,Interface-In,545.66
7,None,546.34
7,None,546.34
8,Storage,548.59
1,Interface-In,548.59
6,Input,549.02
8,Storage,549.02
2,Interface-Out,550.22
4,Interface-In,550.22
3,Interface-Out,550.76
4,Interface-In,550.76
7,None,551.44
7,None,551.44
7,None,551.61
7,None,551.61
7,None,552.21
7,None,552.21
7,None,552.55
7,None,552.55
1,Interface-Out,553.08
3,Interface-In,553.08
7,None,553.66
7,None,553.66
6,Input,554.76
8,Storage,554.76
0,Interface-Out,555.99
2,Interface-In,555.99
7,None,556.59
7,None,556.59
7,None,556.84
7,None,556.84
7,None,557.4
7,None,557.4
1,Interface-Out,557.57
4,Interface-In,557.57
7,None,558.15
7,None,558.15
6,Input,558.68
1,Interface-In,558.68
6,Input,559.78
0,Interface-In,559.78
7,None,560.81
7,None,560.81
7,None,560.9
7,None,560.9
7,None,561.4
7,None,561.4
7,None,561.74
7,None,561.74
1,Interface-Out,562.06
4,Interface-In,562.06
7,None,562.64
7,None,562.64
8,Storage,562.88
1,Interface-In,562.88
7,None,563.31
7,None,563.31
7,None,563.78
7,None,563.78
4,Interface-Out,564.23
7,Output,564.23
7,None,565.09
7,None,565.09
7,None,566.55
7,None,566.55
2,Interface-Out,566.65
4,Interface-In,566.65
8,Storage,567.56
1,Interface-In,567.56
6,Input,567.99
8,Storage,567.99
6,Input,569.19
0,Interface-In,569.19
6,Input,570.36
0,Interface-In,570.36
7,None,571.36
7,None,571.36
7,None,571.57
7,None,571.57
8,Storage,571.86
1,Interface-In,571.86
7,None,572.36
7,None,572.36
7,None,572.43
7,None,572.43
4,Interface-Out,572.72
7,Output,572.72
7,None,573.58
7,None,573.58
7,None,575.49
7,None,575.49
1,Interface-Out,575.53
3,Interface-In,575.53
6,Input,576.35
8,Storage,576.35
7,None,577.59
7,None,577.59
7,None,577.77
7,None,577.77
7,None,578.42
7,None,578.42
7,None,578.76
7,None,578.76
7,None,579.32
7,None,579.32
7,None,579.32
7,None,579.32
7,None,580.02
7,None,580.02
7,None,580.55
7,None,580.55
6,Input,580.84
1,Interface-In,580.84
3,Interface-Out,582.04
4,Interface-In,582.04
7,None,582.68
7,None,582.68
7,None,583.0
7,None,583.0
7,None,583.32
7,None,583.32
7,None,583.66
7,None,583.66
7,None,584.51
7,None,584.51
0,Interface-Out,584.78
2,Interface-In,584.78
7,None,585.43
7,None,585.43
6,Input,585.67
0,Interface-In,585.67
4,Interface-Out,586.74
7,Output,586.74
7,None,587.63
7,None,587.63
7,None,589.0
7,None,589.0
4,Interface-Out,589.07
7,Output,589.07
6,Input,590.2
0,Interface-In,590.2
0,Interface-Out,591.15
2,Interface-In,591.15
7,None,591.95
7,None,591.95
7,None,592.14
7,None,592.14
7,None,592.48
7,None,592.48
7,None,593.04
7,None,593.04
7,None,593.04
7,None,593.04
7,None,593.49
7,None,593.49
7,None,594.02
7,None,594.02
8,Storage,594.31
1,Interface-In,594.31
4,Interface-Out,594.75
7,Output,594.75
0,Interface-Out,595.61
2,Interface-In,595.61
7,None,596.43
7,None,596.43
7,None,596.71
7,None,596.71
7,None,597.17
7,None,597.17
7,None,597.5
7,None,597.5
4,Interface-Out,597.56
7,Output,597.56
7,None,598.47
7,None,598.47
7,None,598.56
7,None,598.56
3,Interface-Out,599.54
4,Interface-In,599.54
4,Interface-Out,600.44
7,Output,600.44
7,None,601.35
7,None,601.35
7,None,601.76
7,None,601.76
0,Interface-Out,601.93
2,Interface-In,601.93
7,None,602.75
7,None,602.75
7,None,602.76
7,None,602.76
7,None,603.05
7,None,603.05
4,Interface-Out,603.29
7,Output,603.29
3,Interface-Out,604.19
4,Interface-In,604.19
7,None,605.1
7,None,605.1
7,None,606.12
7,None,606.12
7,None,606.41
7,None,606.41
1,Interface-Out,606.96
3,Interface-In,606.96
7,None,607.54
7,None,607.54
8,Storage,607.95
1,Interface-In,607.95
2,Interface-Out,608.38
4,Interface-In,608.38
3,Interface-Out,609.01
4,Interface-In,609.01
7,None,609.69
7,None,609.69
7,None,609.71
7,None,609.71
7,None,610.27
7,None,610.27
7,None,610.27
7,None,610.27
7,None,611.45
7,None,611.45
4,Interface-Out,611.78
7,Output,611.78
0,Interface-Out,612.68
2,Interface-In,612.68
2,Interface-Out,613.51
4,Interface-In,613.51
7,None,614.19
7,None,614.19
7,None,614.89
7,None,614.89
7,None,615.23
7,None,615.23
7,None,615.8
7,None,615.8
7,None,615.8
7,None,615.8
7,None,615.94
7,None,615.94
7,None,616.47
7,None,616.47
8,Storage,616.76
1,Interface-In,616.76
